;"2016-2017";;"2015-2016";;"2014-2015";;"2013-2014";;"2012-2013";;"2011-2012";;"2010-2011";;"2009-2010";;"2008-2009";;"2007-2008";;"2006-2007";;"2005-2006";;"2004-2005";;"2003-2004";;"2002-2003";;"2001-2002";;"2000-2001";;"1999-2000";;"1998-1999";;"1997-1998";;"1996-1997";;"1995-1996";;"1994-1995";;"1993-1994";;"1992-1993";;"1991-1992";;"1990-1991";;"1989-1990";;"1988-1989";;"1987-1988";;"1986-1987";;"1985-1986";
"   06-Informática";"1298.0";"212.0";"1265.0";"187.0";"1315.0";"190.0";"1295.0";"193.0";"1310.0";"186.0";"1357.0";"186.0";"1345.0";"187.0";"1349.0";"189.0";"1468.0";"192.0";"1644.0";"208.0";"1842.0";"246.0";"2037.0";"285.0";"2176.0";"324.0";"2270.0";"338.0";"2271.0";"339.0";"2243.0";"340.0";"2214.0";"346.0";"2267.0";"355.0";"2163.0";"359.0";"2218.0";"394.0";"1933.0";"363.0";"1870.0";"378.0";"1811.0";"362.0";"1585.0";"328.0";"1317.0";"279.0";"1041.0";"215.0";".";".";".";".";".";".";".";".";".";".";".";"."
"Almería";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"438.0";"40.0";"394.0";"42.0";"368.0";"42.0";"364.0";"43.0";"429.0";"52.0";"483.0";"58.0";"520.0";"67.0";"617.0";"84.0";"688.0";"105.0";"766.0";"132.0";"879.0";"161.0";"952.0";"185.0";"979.0";"186.0";"1002.0";"192.0";"1020.0";"196.0";"951.0";"174.0";"908.0";"160.0";"819.0";"131.0";"705.0";"115.0";"640.0";"108.0";"637.0";"112.0";"565.0";"100.0";"555.0";"96.0";"509.0";"85.0";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Autónoma de Barcelona";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"1218.0";"98.0";"1241.0";"103.0";"1515.0";"130.0";"2160.0";"180.0";"1313.0";"113.0";"1534.0";"126.0";"1581.0";"140.0";"1691.0";"161.0";"1753.0";"161.0";"1974.0";"179.0";"2272.0";"299.0";"2519.0";"260.0";"2864.0";"490.0";"3053.0";"551.0";"3172.0";"695.0";"3025.0";"680.0";"3155.0";"717.0";"3055.0";"741.0";"3030.0";"903.0";"3056.0";"812.0";"2989.0";"797.0";"2828.0";"756.0";"2715.0";"500.0";"2508.0";"455.0";"2301.0";"442.0";"1972.0";"387.0";"1667.0";"351.0";"1415.0";"311.0";"1358.0";"306.0";"904.0";"216.0";"892.0";"209.0";"810.0";"179.0"
"Autónoma de Madrid";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"663.0";"90.0";"638.0";"82.0";"646.0";"85.0";"646.0";"100.0";"741.0";"114.0";"809.0";"141.0";"848.0";"156.0";"951.0";"181.0";"1066.0";"210.0";"1100.0";"224.0";"1182.0";"236.0";"1233.0";"244.0";"1301.0";"258.0";"1315.0";"255.0";"1245.0";"216.0";"1147.0";"200.0";"1036.0";"175.0";"875.0";"132.0";"737.0";"118.0";"615.0";"106.0";"516.0";"113.0";"387.0";"103.0";"423.0";"124.0";"198.0";"20.0";"102.0";"19.0";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Barcelona";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"294.0";"27.0";"282.0";"23.0";"295.0";"23.0";"347.0";"37.0";"351.0";"32.0";"324.0";"28.0";"368.0";"37.0";"357.0";"34.0";"350.0";"37.0";"359.0";"40.0";"335.0";"44.0";"310.0";"40.0";"276.0";"37.0";"221.0";"29.0";"158.0";"25.0";"95.0";"20.0";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"572.0";"113.0";"369.0";"94.0";".";".";".";".";".";".";".";".";".";"."
"Burgos";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"359.0";"42.0";"270.0";"31.0";"260.0";"34.0";"243.0";"35.0";"270.0";"46.0";"338.0";"65.0";"366.0";"79.0";"400.0";"99.0";"439.0";"120.0";"486.0";"133.0";"566.0";"153.0";"611.0";"175.0";"648.0";"174.0";"623.0";"170.0";"584.0";"173.0";"476.0";"143.0";"379.0";"126.0";"303.0";"100.0";"232.0";"82.0";"183.0";"68.0";"129.0";"46.0";"70.0";"24.0";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Cádiz";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"764.0";"102.0";"589.0";"53.0";"615.0";"66.0";"671.0";"75.0";"774.0";"104.0";"793.0";"126.0";"803.0";"131.0";"787.0";"128.0";"778.0";"139.0";"804.0";"159.0";"832.0";"165.0";"821.0";"166.0";"792.0";"155.0";"726.0";"150.0";"643.0";"136.0";"607.0";"133.0";"599.0";"121.0";"616.0";"124.0";"640.0";"129.0";"652.0";"129.0";"736.0";"151.0";"759.0";"156.0";"754.0";"174.0";"761.0";"92.0";"613.0";"129.0";"576.0";"86.0";"259.0";"66.0";"362.0";"106.0";".";".";".";".";".";".";".";"."
"Cantabria";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"270.0";"28.0";"265.0";"30.0";"247.0";"32.0";"249.0";"35.0";"239.0";"38.0";"233.0";"40.0";"214.0";"37.0";"183.0";"30.0";"165.0";"23.0";"126.0";"18.0";"94.0";"11.0";"54.0";"8.0";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Carlos III de Madrid";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"834.0";"119.0";"863.0";"136.0";"1024.0";"172.0";"878.0";"131.0";"945.0";"142.0";"1095.0";"180.0";"1120.0";"193.0";"1205.0";"190.0";"1211.0";"210.0";"1334.0";"227.0";"1515.0";"385.0";"1638.0";"310.0";"1777.0";"379.0";"1692.0";"379.0";"1454.0";"346.0";"1263.0";"334.0";"1080.0";"299.0";"926.0";"279.0";"849.0";"259.0";"745.0";"224.0";"717.0";"221.0";"587.0";"191.0";"526.0";"173.0";"428.0";"139.0";"318.0";"104.0";"289.0";"92.0";"145.0";"48.0";".";".";".";".";".";".";".";".";".";"."
"Castilla-La Mancha";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"1044.0";"139.0";"1031.0";"142.0";"991.0";"154.0";"1037.0";"171.0";"1166.0";"214.0";"1292.0";"249.0";"1341.0";"273.0";"1363.0";"284.0";"1554.0";"317.0";"1760.0";"374.0";"1995.0";"409.0";"2247.0";"475.0";"2453.0";"510.0";"2566.0";"546.0";"2629.0";"555.0";"2626.0";"549.0";"2588.0";"543.0";"2509.0";"533.0";"2373.0";"516.0";"2337.0";"535.0";"2197.0";"504.0";"2053.0";"497.0";"1913.0";"443.0";"1796.0";"418.0";"1741.0";"428.0";"1459.0";"352.0";"1383.0";"353.0";"939.0";"226.0";"757.0";"199.0";"596.0";"165.0";"448.0";"131.0";"255.0";"63.0"
"Complutense de Madrid";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"1377.0";"190.0";"1245.0";"183.0";"1260.0";"186.0";"1379.0";"205.0";"1545.0";"263.0";"1759.0";"314.0";"1905.0";"345.0";"2049.0";"365.0";"2292.0";"425.0";"2406.0";"443.0";"2553.0";"491.0";"2630.0";"532.0";"2583.0";"530.0";"2385.0";"531.0";"2192.0";"529.0";"2063.0";"518.0";"1982.0";"519.0";"1768.0";"439.0";"1550.0";"389.0";"1463.0";"370.0";"1415.0";"371.0";"1283.0";"354.0";"1076.0";"303.0";"884.0";"257.0";"442.0";"141.0";"246.0";"89.0";".";".";".";".";".";".";".";".";".";".";".";"."
"Córdoba";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"492.0";"40.0";"500.0";"41.0";"629.0";"85.0";"611.0";"77.0";"652.0";"93.0";"719.0";"102.0";"790.0";"123.0";"815.0";"138.0";"822.0";"150.0";"961.0";"201.0";"1013.0";"196.0";"1005.0";"191.0";"933.0";"186.0";"924.0";"200.0";"907.0";"206.0";"833.0";"188.0";"814.0";"171.0";"804.0";"173.0";"786.0";"161.0";"718.0";"154.0";"651.0";"127.0";"602.0";"128.0";"485.0";"111.0";"445.0";"107.0";"370.0";"82.0";"373.0";"83.0";"255.0";"67.0";"208.0";"67.0";"138.0";"40.0";"86.0";"29.0";".";".";".";"."
"Extremadura";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"433.0";"44.0";"418.0";"52.0";"424.0";"53.0";"480.0";"58.0";"522.0";"69.0";"652.0";"92.0";"747.0";"109.0";"906.0";"149.0";"1049.0";"185.0";"1214.0";"234.0";"1424.0";"299.0";"1630.0";"357.0";"1775.0";"394.0";"1925.0";"437.0";"2078.0";"500.0";"2228.0";"552.0";"2247.0";"589.0";"2065.0";"528.0";"2071.0";"1119.0";"2084.0";"684.0";"2104.0";"612.0";"2163.0";"666.0";"2038.0";"826.0";"1836.0";"606.0";"1960.0";"659.0";"1930.0";"669.0";"1889.0";"819.0";"1932.0";"724.0";"1826.0";"688.0";"1836.0";"639.0";"1886.0";"657.0";"1720.0";"511.0"
"Girona";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"429.0";"32.0";"378.0";"32.0";"349.0";"31.0";"377.0";"40.0";"379.0";"37.0";"422.0";"39.0";"442.0";"43.0";"466.0";"51.0";"489.0";"59.0";"552.0";"80.0";"620.0";"84.0";"728.0";"88.0";"758.0";"98.0";"766.0";"97.0";"761.0";"124.0";"713.0";"118.0";"667.0";"101.0";"629.0";"97.0";"600.0";"97.0";"579.0";"95.0";"519.0";"80.0";"509.0";"80.0";"486.0";"84.0";"489.0";"112.0";"486.0";"85.0";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Granada";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"1390.0";"138.0";"1376.0";"130.0";"1350.0";"132.0";"1413.0";"141.0";"1492.0";"157.0";"1721.0";"217.0";"1778.0";"237.0";"1842.0";"272.0";"1916.0";"288.0";"1922.0";"314.0";"2047.0";"360.0";"2075.0";"375.0";"2063.0";"396.0";"2010.0";"388.0";"1806.0";"349.0";"1656.0";"305.0";"1680.0";"279.0";"1660.0";"286.0";"1737.0";"297.0";"1791.0";"333.0";"1778.0";"353.0";"1792.0";"364.0";"1860.0";"401.0";"1907.0";"359.0";"1935.0";"410.0";"2288.0";"505.0";"2034.0";"491.0";"1876.0";"454.0";"1200.0";"318.0";"1054.0";"285.0";"803.0";"218.0";"447.0";"106.0"
"Huelva";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"314.0";"35.0";"299.0";"30.0";"323.0";"44.0";"371.0";"47.0";"363.0";"39.0";"379.0";"39.0";"435.0";"53.0";"490.0";"71.0";"584.0";"100.0";"660.0";"119.0";"742.0";"140.0";"814.0";"156.0";"920.0";"172.0";"893.0";"161.0";"998.0";"179.0";"1010.0";"176.0";"903.0";"158.0";"836.0";"148.0";"816.0";"158.0";"843.0";"153.0";"830.0";"167.0";"815.0";"170.0";"763.0";"400.0";"638.0";"130.0";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Illes Balears (Les)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"508.0";"39.0";"465.0";"34.0";"484.0";"43.0";"503.0";"46.0";"520.0";"55.0";"509.0";"64.0";"538.0";"53.0";"545.0";"55.0";"558.0";"49.0";"665.0";"69.0";"765.0";"100.0";"799.0";"109.0";"869.0";"135.0";"867.0";"142.0";"817.0";"140.0";"777.0";"120.0";"757.0";"115.0";"688.0";"369.0";"642.0";"102.0";"621.0";"102.0";"682.0";"113.0";"635.0";"107.0";"642.0";"125.0";"631.0";"122.0";"692.0";"140.0";"748.0";"148.0";"678.0";"152.0";"598.0";"130.0";"503.0";"107.0";"400.0";"79.0";"352.0";"80.0";"369.0";"75.0"
"Jaén";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"506.0";"46.0";"487.0";"52.0";"476.0";"49.0";"495.0";"60.0";"531.0";"77.0";"587.0";"86.0";"590.0";"96.0";"601.0";"111.0";"683.0";"127.0";"695.0";"135.0";"814.0";"167.0";"850.0";"168.0";"824.0";"161.0";"748.0";"158.0";"775.0";"178.0";"779.0";"192.0";"708.0";"166.0";"644.0";"153.0";"580.0";"150.0";"531.0";"141.0";"461.0";"107.0";"382.0";"87.0";"310.0";"72.0";"210.0";"47.0";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Jaume I de Castellón";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"697.0";"93.0";"679.0";"86.0";"624.0";"76.0";"656.0";"80.0";"699.0";"94.0";"716.0";"105.0";"800.0";"121.0";"913.0";"141.0";"1065.0";"175.0";"1187.0";"199.0";"1344.0";"233.0";"1498.0";"263.0";"1618.0";"285.0";"1729.0";"337.0";"1630.0";"328.0";"1520.0";"308.0";"1425.0";"302.0";"1344.0";"288.0";"1270.0";"278.0";"1129.0";"261.0";"1129.0";"261.0";"1035.0";"232.0";"878.0";"206.0";"785.0";"192.0";"561.0";"142.0";"321.0";"67.0";".";".";".";".";".";".";".";".";".";".";".";"."
"La Laguna";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"557.0";"76.0";"590.0";"90.0";"622.0";"91.0";"649.0";"96.0";"654.0";"96.0";"735.0";"107.0";"776.0";"116.0";"749.0";"103.0";"797.0";"119.0";"836.0";"123.0";"857.0";"133.0";"947.0";"139.0";"940.0";"147.0";"908.0";"139.0";"861.0";"132.0";"863.0";"133.0";"838.0";"129.0";"803.0";"135.0";"781.0";"121.0";"779.0";"123.0";"719.0";"118.0";"753.0";"189.0";"635.0";"123.0";"528.0";"122.0";"505.0";"82.0";"656.0";"164.0";"466.0";"92.0";".";".";".";".";".";".";".";".";".";"."
"La Rioja";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"173.0";"33.0";"174.0";"32.0";"165.0";"28.0";"164.0";"29.0";"237.0";"37.0";"228.0";"48.0";"232.0";"51.0";"236.0";"56.0";"251.0";"55.0";"265.0";"70.0";"283.0";"70.0";"272.0";"69.0";"248.0";"64.0";"168.0";"39.0";"90.0";"27.0";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Las Palmas de Gran Canaria";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"604.0";"70.0";"567.0";"67.0";"609.0";"80.0";"653.0";"98.0";"687.0";"103.0";"767.0";"119.0";"752.0";"127.0";"802.0";"127.0";"992.0";"162.0";"1068.0";"179.0";"1198.0";"211.0";"1279.0";"233.0";"1261.0";"239.0";"1248.0";"244.0";"1257.0";"250.0";"1220.0";"255.0";"1180.0";"263.0";"1155.0";"234.0";"1127.0";"220.0";"1004.0";"196.0";"1035.0";"207.0";"1038.0";"204.0";"964.0";"189.0";"1076.0";"278.0";"1055.0";"269.0";"939.0";"266.0";"1144.0";"319.0";"1227.0";"299.0";"1224.0";"330.0";"1049.0";"273.0";"692.0";"193.0";"580.0";"187.0"
"León";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"464.0";"84.0";"511.0";"92.0";"553.0";"101.0";"554.0";"104.0";"486.0";"99.0";"433.0";"82.0";"388.0";"72.0";"425.0";"78.0";"459.0";"98.0";"518.0";"117.0";"545.0";"124.0";"573.0";"135.0";"619.0";"138.0";"905.0";"203.0";"798.0";"181.0";"648.0";"141.0";"443.0";"95.0";"332.0";"72.0";"218.0";"54.0";"99.0";"20.0";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Lleida";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"231.0";"12.0";"210.0";"16.0";"210.0";"18.0";"299.0";"34.0";"284.0";"30.0";"286.0";"29.0";"325.0";"37.0";"346.0";"45.0";"384.0";"60.0";"442.0";"70.0";"532.0";"86.0";"598.0";"97.0";"655.0";"121.0";"640.0";"117.0";"610.0";"114.0";"653.0";"144.0";"628.0";"132.0";"604.0";"122.0";"599.0";"120.0";"554.0";"119.0";"517.0";"106.0";"485.0";"97.0";"368.0";"87.0";"403.0";"77.0";"305.0";"60.0";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Málaga";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"778.0";"68.0";"1050.0";"128.0";"924.0";"112.0";"932.0";"105.0";"1014.0";"123.0";"1175.0";"146.0";"1216.0";"160.0";"1541.0";"223.0";"1567.0";"238.0";"1769.0";"283.0";"2017.0";"311.0";"2264.0";"336.0";"2537.0";"377.0";"2810.0";"416.0";"3019.0";"437.0";"3190.0";"463.0";"3189.0";"432.0";"3128.0";"444.0";"2850.0";"396.0";"3077.0";"496.0";"2944.0";"506.0";"2773.0";"525.0";"2381.0";"499.0";"2191.0";"470.0";"2077.0";"466.0";"1716.0";"425.0";"1916.0";"467.0";"1215.0";"311.0";"1640.0";"432.0";"1130.0";"474.0";"860.0";"213.0";"694.0";"260.0"
"Miguel Hernández de Elche";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"205.0";"21.0";"168.0";"19.0";"212.0";"26.0";"222.0";"26.0";"174.0";"16.0";"145.0";"15.0";"148.0";"21.0";"149.0";"22.0";"163.0";"31.0";"159.0";"32.0";"157.0";"36.0";"154.0";"32.0";"153.0";"31.0";"140.0";"30.0";"120.0";"23.0";"77.0";"17.0";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Murcia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"868.0";"87.0";"777.0";"73.0";"766.0";"87.0";"772.0";"87.0";"886.0";"96.0";"957.0";"132.0";"1013.0";"137.0";"1068.0";"162.0";"1183.0";"184.0";"1293.0";"200.0";"1478.0";"228.0";"1622.0";"269.0";"1758.0";"289.0";"1777.0";"296.0";"1726.0";"304.0";"1626.0";"314.0";"1560.0";"271.0";"1446.0";"231.0";"1371.0";"224.0";"1337.0";"239.0";"1174.0";"233.0";"913.0";"168.0";"776.0";"152.0";"698.0";"144.0";"625.0";"128.0";"608.0";"140.0";"385.0";"85.0";"399.0";"84.0";"351.0";"78.0";"397.0";"97.0";"391.0";"108.0";".";"."
"Oviedo";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"916.0";"148.0";"1005.0";"186.0";"906.0";"163.0";"917.0";"168.0";"957.0";"196.0";"988.0";"201.0";"1091.0";"222.0";"1257.0";"272.0";"1443.0";"312.0";"1694.0";"373.0";"2119.0";"503.0";"2473.0";"610.0";"2722.0";"691.0";"2907.0";"739.0";"2980.0";"779.0";"2847.0";"772.0";"2680.0";"710.0";"2789.0";"734.0";"2756.0";"721.0";"2633.0";"721.0";"2532.0";"706.0";"2481.0";"713.0";"2378.0";"707.0";"2199.0";"671.0";"1990.0";"645.0";"1924.0";"633.0";"1723.0";"579.0";"1616.0";"665.0";"1517.0";"546.0";"1418.0";"520.0";"1177.0";"444.0";"935.0";"356.0"
"Pablo de Olavide";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"207.0";"22.0";"188.0";"19.0";"187.0";"27.0";"186.0";"18.0";"188.0";"20.0";"235.0";"24.0";"232.0";"19.0";".";".";"174.0";"21.0";"155.0";"17.0";"102.0";"9.0";"59.0";"8.0";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"País Vasco/Euskal Herriko Unibertsitatea";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"   06-Informática";"1005.0";"145.0";"1004.0";"146.0";"1012.0";"162.0";"1090.0";"202.0";"1087.0";"217.0";"1154.0";"247.0";"1208.0";"262.0";"1181.0";"270.0";"1471.0";"352.0";"1604.0";"405.0";"1779.0";"457.0";"1919.0";"517.0";"2001.0";"523.0";"1921.0";"522.0";"1828.0";"493.0";"1648.0";"437.0";"1556.0";"396.0";"1539.0";"410.0";"1453.0";"389.0";"1463.0";"381.0";"1347.0";"368.0";"1261.0";"368.0";"1177.0";"363.0";"1150.0";"357.0";"1200.0";"393.0";"1250.0";"426.0";"1226.0";"436.0";"1224.0";"442.0";"1261.0";"473.0";"1256.0";"492.0";"1190.0";"468.0";"1199.0";"462.0"
